라라걸,"('세계 최고의 경마 대회인 멜버른컵 최초의 여성 우승자인 미셸 페인에 대한 실화 영화. 역경과 편견을 뚫고 우승에 이르기까지의 고난을 담아낸다. 가족주의와 휴머니즘을 토대로, 실화를 바탕으로 한 드라마의 일반적인 재미를 소박하지만 알차게 담아낸다. 주인공 역을 맡은 테레사 팔머의 연기가 활기를 불어넣는다.\n', ""155년 역사상 여성 참가자는 단 4명뿐이었던 세상에서 가장 위험하고 거친 레이스 '멜버른 컵'\n\xa0집보다 마구간이 편한 '말 덕후'이자 10남매 패밀리의 막내 '미셸'의 꿈은\n\xa0여성 최초로 그 결승선을 통과하는 것이다.\n\xa0\n\xa0스파르타 선생님인 아빠 '패디'가 알려준 우승의 비결은\n\xa0누구보다 강하고 빠르게!...가 아닌 기적의 틈을 찾을 때까지 자신만의 질주를 하는 것!!\n\xa0\n\xa0투지로 달리고 열정으로 버티며 인내심으로 질주하는\n\xa0칠전팔기 승부사 '미셸'의 위대한 레이스가 시작된다!"")"
극장판 공룡메카드: 타이니소어의 섬,"('아동들의 공룡 입문작으로 유명한 <공룡 메카드>의 첫 번째 극장판. 캡처카와 타이니소어 완구를 기반으로 쌓아온 다종다양한 콜렉션을 대방출한다. 풀 3D로 제작되어 한층 화려해진 배틀 장면에 눈이 즐겁고 꼬마 개구리 카이 등 새로운 친구들도 만날 수 있다. 다만 설명이 따로 없어 입문용으로는 애매하다. 어디까지나 아동관객들을 위한 팬서비스 성격이 짙다. 철저히 아동관객을 타깃으로 한 만큼 빈틈도 많고 단순하지만 이미 타이니소어에 흠뻑 빠진 아이들에겐 그다지 상관없을 것 같다. 보고나면 반드시 타이니소어 하나(가능하면 새로 출시된 친구로) 사고 싶어질 것이다.', '머나먼 옛날, 소행성 충돌로 인해 지구의 공룡들이 모두 사라지고\xa0사람들에게 알려지지 않은 어느 작은 섬에서 공룡들은 아주 작은 모습의 타이니소어로 탄생한다. \xa0씩씩한 트리케라, 장난꾸러기 티라노, 잠꾸러기 스테고 등 타이니소어 친구들이\xa0도토리 축구를 하며 즐거운 나날을 보내고 있던 중,\xa0수상한 악당들이 나타나 평화로운 ‘타이니소어의 섬’을 위협하기 시작하는데… \xa0타이니소어들을 노리는 수상한 눈빛의 정체는? \xa0과연 이들은 위기에 처한 지상 낙원 ‘타이니소어의 섬’을 지켜낼 수 있을까?')"
마이펫의 이중생활2,"('‘내가 없을 때 반려동물들은 어떻게 지내고 있을까?’라는 상상을 기발하게 풀어낸 <마이펫의 이중생활>의 속편. <슈퍼배드>처럼 성공한 시리즈로 안착시켜보려는 일루미네이션의 야심이 곳곳에서 엿보인다. 일루미네이션의 작품들은 스토리나 상상력보다는 캐릭터 자체의 매력에 기대는 경향이 강한데 <마이펫의 이중생활2>도 마찬가지다. 전작과 마찬가지로 캐릭터들의 귀여움은 여전히 잘 먹힌다. 반면 단점도 고스란히 이어받아 이야기가 헐겁고 산만하다. 핵심 사건이 없어 짧은 에피소드를 반복하지만 금방 한계가 드러난다. 하나의 이야기로서 완결성이 떨어짐에도 어찌됐건 우격다짐으로 사랑스럽긴 하다.', '집을 비우면 다시 시작되는 펫들의 시크릿 라이프!\n\xa0집구석 걱정에 하루도 편할 날이 없는 ‘맥스’ \n\xa0캣닢을 사랑하는 자유로운 영혼 ‘클로이’\n\xa0슈퍼히어로를 따라 하는 토끼 ‘스노우볼’\n\xa0완벽하게 고양이가 되고픈 강아지 ‘기젯’까지\n\xa0아직도 나만 몰랐던 마이펫들의 속마음이 공개된다!\n\xa0\n\xa0“우릴 키운다고? 그건 니 생각이고~”')"
점박이 한반도의 공룡2 : 새로운 낙원,"('2012년 개봉한 1편이 타르보사우르스 점박이의 성장담이었다면 2편은 가족을 잃고 단둘이 남은 점박이와 아들의 이야기다. 다큐멘터리 성격이 강했던 전편과 달리 극영화 중심이어서 스토리텔링이 강해지고 재미도 늘었다. 그러면서 점박이의 1인칭 시점에서 모든 캐릭터가 목소리를 내는 방식으로 바뀌어 어린 관객이 극에 더욱 몰입하게 만든다. 목소리 출연한 박희순, 라미란, 김성균 배우의 개성과 캐릭터 특성이 맞아떨어지는 지점은 어른 관객에게 또 다른 재미를 안긴다. 다양해진 캐릭터는 물론 협곡, 동굴, 사막, 화산 장면은 1편에서 발전한 영상 기술을 확인할 수 있는 대목들이다. 대내외적으로 진화한 속편, 공룡을 좋아하는 가족 관객에게 맞춤한 방학 선물.', '8천만 년 전 백악기 최후의 재난 이후,\xa0모든 가족을 잃고 둘만 남게 된 공룡의 제왕 타르보사우르스 ‘점박이’와 그의 아들 ‘막내’\xa0아빠 ‘점박이’와 달리 겁이 많고 소심한 ‘막내’는 다른 공룡들의 놀림감이 되기 일쑤다.\xa0어느 날, ‘막내’가 최악의 악당 데이노니쿠스 3인방에게 붙잡혀 사라지고,\xa0‘점박이’는 ‘막내’의 흔적을 찾기 위해 새로운 모험을 시작한다.\xa0그러던 중 사라진 딸을 찾는 ‘송곳니’, 넉살 좋은 초식공룡 ‘싸이’를 만나\xa0아이들을 구하기 위해 힘을 합치기로 한 ‘점박이’는\xa0병풍 바위와 활화산 지대, 끝이 보이지 않는 사막과 협곡을 지나는 모험 끝에\xa0드디어 아들 ‘막내’에 대한 단서를 찾게 된다.\xa0하지만 그들 앞에 상상을 초월하는 초강력 돌연변이 공룡이 나타나는데…\xa0과연 ‘점박이’는 ‘막내’를 구하고 새로운 낙원에 도착할 수 있을까?')"
장난스런 키스,"('프랭키 첸 감독과 주연 배우 왕대륙 콤비의 첫 작품 <나의 소녀시대>(2015)가 폭넓은 세대의 감성을 자극했다면, 이 영화는 그보다는 하이틴 로맨스라는 장르에 보다 충실하다. 연출 역시 즉각적인 재미를 추구하는 쪽으로 조금 더 기울어져있다. 하지만 메가 히트를 기록한 원작의 아성에 눌리지 않고, 수많은 리메이크작과도 다른 이 영화만의 버전을 구축해 가는 뚝심이 있다. 조금 과하다 싶은 만화 원작 특유의 표현력을 스크린에 그대로 옮겨온 듯한 화법이 매력. 발랄하고 코믹한 하이틴 로맨스 장르의 틀에서 보자면 꽤 사랑스러운 영화다.', '내가 좋아하는 사람이 \n\xa0날 좋아할 확률은 얼마나 될까?\n\xa0♥\n\xa0A반 남신 ‘장즈수’와\n\xa0처음 본 순간 KISS한 F반 ‘위안샹친’!\n\xa0수학처럼 안 풀려도 절대 포기할 수 없는\n\xa0확률 0% 멀고도 용감한 짝사랑 일대기')"
태일,"('노동운동가 전태일 열사의 역사적 순간보다 그가 지나온 인간으로서의 삶에 집중한다. 한 어머니의 사랑스러운 아들이자 어리고 가난한 노동자들에게 따뜻한 동료였던 평범한 청년 재단사가 열악한 노동환경과 이를 눈감는 부당한 세상을 마주하며 변화를 위한 목소리를 내기 시작한다. 주52시간제와 최저임금제에 대한 부정적 언사, 노동자의 연이은 죽음을 목도하고도 바뀌지 않는 간접고용의 악습 등 여전히 지켜지지 않는 상식과 실현되지 않는 정의에 대한 분노가 오늘을 사는 우리에게도 마음 깊이 남는다.', '평화시장에서 재단사 보조로 취직한 태일이는\xa0정식 재단사가 되어 가족의 생계도 꾸리고 동생들 공부도 시키는 것이 꿈이다.\xa0\xa0그러나 열심히 일해 재단사가 된 태일이의 눈에 띈 것은\xa0죽도록 일하고 커피 한 잔 값도 받지 못한 채 피를 토하는 어린 여공들의 얼굴이다.\xa0동료를 위하는 따뜻한 마음 만으로는 아무것도 바꿀 수 없고,\xa0‘근로기준법’이 있어도 지켜지지 않는 현실 앞에서\xa0스물두 살 청년 태일이는 스스로 희망의 불꽃이 되기를 결심한다.\xa0\xa0“근로기준법을 준수하라! 우리는 기계가 아니다!”')"
니나 내나,"('17년 전 집 나간 엄마에게서 도착한 ‘보고싶다’는 한 통의 엽서. 성인이 되고 각자 흩어진 남매가 경부고속도로를 타고 엽서의 발원지인 파주까지 가는 로드무비. 17년간의 해묵은 감정들이 ‘가족’이라는 이름 안에서 상기되고, 풀어지고, 터지기를 반복한다. 아이러니하게도 이 가족을 가장 ‘가족’으로 묶이게 하는 존재들은, 떠난 엄마나, 오래전 죽은 이 집 아들처럼 지금은 부재하는 이들이다. 남매가 타고 가는 낡고 작은 차 안, 티격태격 경상도 사투리로 오가는 말들 하나하나가 ‘니나 내나’ 모두 공감하는, 우리들 가족의 이야기다. <기생충>으로 얼굴을 알린 배우 장혜진의 내공 있는 연기의 본격 굳히기 영화. 태인호, 이가섭 등 배우들이 좋은 하모니를 이룬다.', '진주에 사는 미정, 경환, 재윤 삼 남매에게 어느 날 한 장의 편지가 도착한다. 보낸 이는 오래전 가족을 떠난 엄마. 편지에는 “보고 싶다”는 한 문장만 덩그러니 적혀 있었다. \xa0엄마가 집을 나가고, 형제였던 수완마저 불의의 사고로 세상을 떠난 뒤 내색은 하지 않았지만 각자 마음의 상처를 안은 채 살아온 삼 남매. \xa0가족을 끔찍하게 아끼는 첫째 미정은 집을 나간 엄마를 미워하며 자신이 동생들에게 엄마 역할을 대신하며 살고 있다. \xa0사진사인 둘째 경환은 신중한 성격답게 한탄하는 누나와 가족에게 소원한 막내 재윤, 그리고 치매 걸린 아버지까지 챙기며 곧 자신도 아빠가 될 것이라는 부담감을 안고 산다. \xa0작가인 막내 재윤은 가족들과 떨어져 살며 말 못 할 고민거리를 가득 짊어지고 이들과 거리를 두고 산다. \xa0세 사람은 갑자기 날아온 편지에 당황하지만 결국 엄마를 만나기 위한 여행길에 오르게 되는데…')"
퍼펙트맨,"('가진 건 건강한 몸 하나뿐인 허세 가득한 건달 영기(조진웅)와 모든 걸 가졌지만 시한부 선고를 받은 전신마비의 변호사 장수(설경구), <퍼펙트맨>은 전혀 다른 두 남자가 만나 벌어지는 이야기. <언터처블: 1%의 우정>(2011) 등 유사한 소재의 영화들이 연상되지만 두 남자의 버디무비라기보다는 조진웅 배우의 원맨쇼에 가깝다. 사투리와 건달 개그를 끝까지 밀어붙이는데 대체로 낡았다는 느낌을 지울 수 없지만 종종 터지는 포인트도 있다. 전형적이고 과장된 캐릭터에 피와 살이 돌게 하는 조진웅, 설경구의 연기 덕분에 어떻게든 결말까지 끌고 간다. 비중은 크지 않지만 무게 중심은 도리어 설경구와 허준호 배우의 묵직한 연기에 쏠려 있다.', '퍼펙트한 인생을 위해 한탕을 꿈꾸는 건달 ‘영기’(조진웅)\xa0조직 보스의 돈 7억을 빼돌려 주식에 투자하지만, 사기꾼에게 속아 주식은 휴지조각이 되고 만다.\xa0목숨을 부지하기 위해 어떻게든 7억을 구해야 하는 영기 앞에\xa0까칠한 로펌 대표 ‘장수’(설경구)가 나타난다.\xa0\xa0두 달 시한부 ‘장수’는 자신이 해야 할 일들을 도와주는 조건으로\xa0영기에게 자신의 사망보험금을 내건 빅딜을 제안하는데…\xa0\xa0돈 쫌 많은 로펌 대표와 폼 쫌 잡는 꼴통 건달\xa0퍼펙트하게 다른 두 남자의 인생 최대 반전이 시작된다')"
버티고,"('성차별, 고용 불안, 노인 빈곤, 성소수자에 대한 편견을 비롯해 직장 성희롱, 여성 혐오 등 일상을 옥죄는 모든 부조리한 것들을 들여다본다. 견고한 세상의 질서는 누군가에겐 고단하고 힘겨울 뿐이다. 이런 불안과 고독의 감정을 천우희의 얼굴에 담아 세심하게 펼쳐냈다. 흔들리고 위태롭게 오늘을 사는 우리에게 전해 온 깊은 위로 같은 영화.', '현기증 나는 고층빌딩 숲 사무실에서 매일을 위태롭게 버티고 있는 30대 직장인 ‘서영’(천우희),\xa0안정적인 삶을 원하지만 현실은 속수무책으로 흔들거린다.\xa0불안정한 계약직 생활, 비밀사내 연애 중인 연인 ‘진수’(유태오)와의 불안한 관계, \xa0밤마다 시달리는 엄마의 전화까지... 더 이상 버틸 수 없다고 느낀 그녀가 무너져내릴 때, \xa0창 밖에서 로프에 매달린 채 그녀를 지켜보는 남자 ‘관우’(정재광)를 마주하게 된다.\xa0\xa0“괜찮아요, 당신은 절대 떨어지지 않아요”')"
인어가 잠든 집,"('히가시노 게이고 원작을 영화화했다고 해서 범죄 스릴러를 연상하면 안 된다. <인어가 사는 집>은 뇌사 상태에 빠진 딸을 끝까지 자신의 아이로서 품으려는 모성과, 아이를 떠나보내야 하는 죽음의 현실 사이의 드라마다. 혹은 ‘살아 있음’에 대한 집착과 강박이 만들어내는 광적인 상황을 보여준다. 영화화를 하면서 갈등의 구조를 만들어내는 덴 성공했지만, 관객의 공감을 얻는 부분은 쉽지 않아 보인다.', '소중한 딸 ‘미즈호’에게 어느 날 갑작스러운 사고가 일어난다.\n\xa0사고 이후 ‘미즈호’의 의식은 돌아오지 않고, 의사는 뇌사 선고와 함께 장기 기증을 제안한다.\n\xa0마지막 인사를 하던 그때, 엄마 ‘카오루코’는 ‘미즈호’의 미세한 움직임을 느끼고 장기 기증을 거절한다. 모두가 ‘미즈호’가 일어나지 못할 거라고 말하지만 ‘카오루코’는 언젠가 일어날 것이라는 기적을 믿는다.\n\xa0\n\xa0안녕, 엄마. 건강하게 잘 지내\n\xa0사랑하는 나의 아가, 영원히 영원히 지켜줄게')"
이스케이프 룸,"('제목 그대로 방탈출 게임을 테마로 하여 공포를 자극하는 영화다. 오븐 룸(화형), 아이스 룸(동사), 업사이드다운 룸(추락), 포이즌 룸(질식), 일루전 룸(환각), 크러쉬 룸(압사) 등 각 방별로 어떤 함정이 설치되어 있고 어떤 방식으로 탈출하는지가 영화의 핵심이다. 아무 접점이 없다고 생각했던 인물들의 사연이 하나씩 밝혀질 때마다 전체적인 그림이 그려지고 이야기와 캐릭터의 설득력도 확보한다. 트릭 자체는 다소 단순하고 추리과정도 조잡한 면이 있지만 오히려 그렇기에 가볍게 즐기기엔 나쁘지 않다.', '거액의 상금이 걸린 방탈출 게임에 초대된 6명의 사람들.\n\xa0성별, 연령, 출신도 모두 다른 이들은 오직 초대장만을 가지고\n\xa0세계 최고의 방탈출 게임 회사 ‘미노스’에 모인다.\n\xa0\n\xa0하지만 초대자는 나타나지 않고, 예고도 없이 시작되는 게임.\n\xa0불태워 죽일 듯이 순식간에 방안의 온도가 상승하고\n\xa06명의 참가자는 탈출하기 위해 단서를 찾기 시작한다.\n\xa0\n\xa0죽음의 공포 속에서 아슬아슬하게 다음 방으로 넘어간 참가자들은\n\xa0오븐 룸, 아이스 룸, 업사이드다운 룸, 포이즌 룸, 일루전 룸, 크러쉬 룸을 거치며\n\xa0이것이 평범한 게임이 아니란 걸 알게 되는데…')"
드래곤볼 슈퍼: 브로리,"('최강의 사이어인 브로리의 탄생 비화를 시작으로 손오공과 베지터의 어린 시절 등 과거 설정들을 다시 꺼내 정리한다. 하지만 스토리를 거들 뿐 액션의, 액션에 의한, 액션을 위한 격투 애니메이션. 몇몇 설정 붕괴나 충돌이 있음에도 이 정도의 공을 들여 구태여 스토리를 다시 정리하는 건 오직 마지막 결투를 제대로 성사시키기 위해서다. 브로리와 손오공, 베지터의 대결을 위해 말 그대로 모든 걸 쏟아붓는다. 높은 수준의 작화, 역동적이면서도 동작 하나하나를 놓치지 않는 액션 연출은 2D 애니메이션 액션의 정점이라 할만하다. 박진감이라는 측면에서 4DX와 제법 잘 어울린다. ', '‘힘의 대회’ 후 평화를 되찾은 지구.\n\xa0그리고 더욱 강해지기 위해 수행에 몰두하고 있는 오공과 베지터 앞에 나타난 것은 지금까지의 그 어떤 적보다 강한 사이어인 브로리!\n\xa0엄청난 전투력으로 오공과 베지터를 무기력하게 만드는 브로리와 또 다시 지옥에서 돌아온 프리저까지 뒤얽혀 서로 다른 운명을 살아온 세 사이어인들은 처절한 전투를 시작하고\n\xa0오공과 베지터는 최후의 선택으로 본인들의 한계를 뛰어넘는 퓨전을 시도하는데…')"
